equipment_id,timestamp,temperature,vibration,rpm,run_state
EQ-06,2026-08-01T17:10:00,66.012,2.057,1906.0,RUN
EQ-01,2026-08-01T17:11:00,62.941,1.996,1797.5,RUN
EQ-02,2026-08-01T17:11:00,69.101,2.21,2001.8,RUN
EQ-03,2026-08-01T17:11:00,62.693,2.125,1803.7,RUN
EQ-04,2026-08-01T17:11:00,57.157,1.931,1598.8,RUN
EQ-05,2026-08-01T17:11:00,75.468,2.495,2193.4,RUN
EQ-06,2026-08-01T17:11:00,66.315,2.001,1901.0,RUN
EQ-01,2026-08-01T17:12:00,62.692,1.9,1797.1,RUN
EQ-02,2026-08-01T17:12:00,68.26,2.208,1999.4,RUN
EQ-03,2026-08-01T17:12:00,62.86,2.066,1797.6,RUN
EQ-04,2026-08-01T17:12:00,56.517,1.736,1597.8,RUN
EQ-05,2026-08-01T17:12:00,75.497,2.496,2182.9,RUN
EQ-06,2026-08-01T17:12:00,65.449,1.947,1900.4,RUN
EQ-01,2026-08-01T17:13:00,63.035,1.897,1797.7,RUN
EQ-02,2026-08-01T17:13:00,68.67,2.179,1992.7,RUN
EQ-03,2026-08-01T17:13:00,62.756,2.169,1794.2,RUN
EQ-04,2026-08-01T17:13:00,56.954,1.721,1594.2,RUN
EQ-05,2026-08-01T17:13:00,76.02,2.599,2200.0,RUN
EQ-06,2026-08-01T17:13:00,65.866,1.904,1898.5,RUN
EQ-01,2026-08-01T17:14:00,62.678,1.918,1794.4,RUN
EQ-02,2026-08-01T17:14:00,69.172,2.238,2003.3,RUN
EQ-03,2026-08-01T17:14:00,62.545,1.877,1801.0,RUN
EQ-04,2026-08-01T17:14:00,57.16,1.864,1607.9,RUN
EQ-05,2026-08-01T17:14:00,74.977,2.535,2198.5,RUN
EQ-06,2026-08-01T17:14:00,65.809,2.41,1899.1,RUN
EQ-01,2026-08-01T17:15:00,62.86,2.031,1805.2,RUN
EQ-02,2026-08-01T17:15:00,68.357,2.298,1991.7,RUN
EQ-03,2026-08-01T17:15:00,63.256,1.978,1792.2,RUN
EQ-04,2026-08-01T17:15:00,57.037,1.695,1604.6,RUN
EQ-05,2026-08-01T17:15:00,74.779,2.625,2193.1,RUN
EQ-06,2026-08-01T17:15:00,65.148,1.981,1904.9,RUN
EQ-01,2026-08-01T17:16:00,63.203,2.062,1791.7,RUN
EQ-02,2026-08-01T17:16:00,68.638,2.23,1998.9,RUN
EQ-03,2026-08-01T17:16:00,62.783,1.976,1798.7,RUN
EQ-04,2026-08-01T17:16:00,56.477,1.699,1602.9,RUN
EQ-05,2026-08-01T17:16:00,75.94,2.624,2193.9,RUN
EQ-06,2026-08-01T17:16:00,66.37,2.135,1896.8,RUN
EQ-01,2026-08-01T17:17:00,62.66,1.83,1802.7,RUN
EQ-02,2026-08-01T17:17:00,69.831,2.189,1997.1,RUN
EQ-03,2026-08-01T17:17:00,63.532,2.137,1799.1,RUN
EQ-04,2026-08-01T17:17:00,57.093,1.821,1604.7,RUN
EQ-05,2026-08-01T17:17:00,75.088,2.465,2196.7,RUN
EQ-06,2026-08-01T17:17:00,66.112,2.058,1902.0,RUN
EQ-01,2026-08-01T17:18:00,63.135,1.94,1803.8,RUN
EQ-02,2026-08-01T17:18:00,68.781,2.238,2002.4,RUN
EQ-03,2026-08-01T17:18:00,62.89,1.972,1807.1,RUN
EQ-04,2026-08-01T17:18:00,57.069,1.83,1602.7,RUN
EQ-05,2026-08-01T17:18:00,75.116,2.252,2189.7,RUN
EQ-06,2026-08-01T17:18:00,65.674,2.154,1907.3,RUN
EQ-01,2026-08-01T17:19:00,63.088,2.029,1801.9,RUN
EQ-02,2026-08-01T17:19:00,69.274,2.108,1996.4,RUN
EQ-03,2026-08-01T17:19:00,62.709,2.028,1795.7,RUN
EQ-04,2026-08-01T17:19:00,56.837,1.863,1593.3,RUN
EQ-05,2026-08-01T17:19:00,75.489,2.416,2213.6,RUN
EQ-06,2026-08-01T17:19:00,66.34,2.353,1893.3,RUN
EQ-01,2026-08-01T17:20:00,62.514,1.892,1802.9,RUN
EQ-02,2026-08-01T17:20:00,69.417,2.319,1998.0,RUN
EQ-03,2026-08-01T17:20:00,62.749,1.969,1802.7,RUN
EQ-04,2026-08-01T17:20:00,56.753,1.811,1603.7,RUN
EQ-05,2026-08-01T17:20:00,75.168,2.528,2200.4,RUN
EQ-06,2026-08-01T17:20:00,65.334,2.074,1903.3,RUN
EQ-01,2026-08-01T17:21:00,63.186,2.052,1805.7,RUN
EQ-02,2026-08-01T17:21:00,68.572,2.173,1994.5,RUN
EQ-03,2026-08-01T17:21:00,62.717,2.043,1794.2,RUN
EQ-04,2026-08-01T17:21:00,57.145,1.677,1597.6,RUN
EQ-05,2026-08-01T17:21:00,75.104,2.484,2194.8,RUN
EQ-06,2026-08-01T17:21:00,65.88,1.99,1902.7,RUN
EQ-01,2026-08-01T17:22:00,63.088,1.963,1800.3,RUN
EQ-02,2026-08-01T17:22:00,68.98,2.084,1998.5,RUN
EQ-03,2026-08-01T17:22:00,62.806,1.91,1805.2,RUN
EQ-04,2026-08-01T17:22:00,57.111,1.755,1603.2,RUN
EQ-05,2026-08-01T17:22:00,75.492,2.677,2210.5,RUN
EQ-06,2026-08-01T17:22:00,65.798,2.068,1904.1,RUN
EQ-01,2026-08-01T17:23:00,62.876,1.913,1797.9,RUN
EQ-02,2026-08-01T17:23:00,69.605,2.278,2001.3,RUN
EQ-03,2026-08-01T17:23:00,62.919,1.866,1809.1,RUN
EQ-04,2026-08-01T17:23:00,57.233,1.807,1596.3,RUN
EQ-05,2026-08-01T17:23:00,74.73,2.628,2200.7,RUN
EQ-06,2026-08-01T17:23:00,65.707,2.137,1897.5,RUN
EQ-01,2026-08-01T17:24:00,62.571,2.006,1802.9,RUN
EQ-02,2026-08-01T17:24:00,69.043,2.284,1997.9,RUN
EQ-03,2026-08-01T17:24:00,62.445,1.94,1795.0,RUN
EQ-04,2026-08-01T17:24:00,57.796,1.95,1587.6,RUN
EQ-05,2026-08-01T17:24:00,74.763,2.546,2191.6,RUN
EQ-06,2026-08-01T17:24:00,66.29,2.168,1912.6,RUN
EQ-01,2026-08-01T17:25:00,62.535,2.047,1803.6,RUN
EQ-02,2026-08-01T17:25:00,69.707,2.12,1998.1,RUN
EQ-03,2026-08-01T17:25:00,62.478,1.89,1800.9,RUN
EQ-04,2026-08-01T17:25:00,57.267,1.88,1597.3,RUN
EQ-05,2026-08-01T17:25:00,75.164,2.501,2190.4,RUN
EQ-06,2026-08-01T17:25:00,65.852,2.07,1898.5,RUN
EQ-01,2026-08-01T17:26:00,62.645,1.898,1805.3,RUN
EQ-02,2026-08-01T17:26:00,68.654,2.298,2001.0,RUN
EQ-03,2026-08-01T17:26:00,63.106,1.976,1815.5,RUN
EQ-04,2026-08-01T17:26:00,56.809,1.818,1597.2,RUN
EQ-05,2026-08-01T17:26:00,74.5,2.433,2207.5,RUN
EQ-06,2026-08-01T17:26:00,65.456,2.224,1911.7,RUN
EQ-01,2026-08-01T17:27:00,63.02,1.971,1789.7,RUN
EQ-02,2026-08-01T17:27:00,69.503,2.299,2006.0,RUN
EQ-03,2026-08-01T17:27:00,63.01,2.094,1795.6,RUN
EQ-04,2026-08-01T17:27:00,57.5,1.876,1608.5,RUN
EQ-05,2026-08-01T17:27:00,74.569,2.559,2197.4,RUN
EQ-06,2026-08-01T17:27:00,65.941,2.084,1903.6,RUN
EQ-01,2026-08-01T17:28:00,62.493,2.056,1798.9,RUN
EQ-02,2026-08-01T17:28:00,68.878,2.46,2004.5,RUN
EQ-03,2026-08-01T17:28:00,62.276,1.839,1791.3,RUN
EQ-04,2026-08-01T17:28:00,56.969,1.953,1604.6,RUN
EQ-05,2026-08-01T17:28:00,75.743,2.464,2192.2,RUN
EQ-06,2026-08-01T17:28:00,65.6,2.072,1911.0,RUN
EQ-01,2026-08-01T17:29:00,62.978,1.909,1793.6,RUN
EQ-02,2026-08-01T17:29:00,68.754,2.195,1992.2,RUN
EQ-03,2026-08-01T17:29:00,63.008,1.95,1801.4,RUN
EQ-04,2026-08-01T17:29:00,56.968,1.643,1618.0,RUN
EQ-05,2026-08-01T17:29:00,74.603,2.335,2194.3,RUN
EQ-06,2026-08-01T17:29:00,65.73,1.989,1913.2,RUN
EQ-01,2026-08-01T17:30:00,62.388,1.801,1803.4,RUN
EQ-02,2026-08-01T17:30:00,69.09,2.216,2004.6,RUN
EQ-03,2026-08-01T17:30:00,63.117,2.26,1793.6,RUN
EQ-04,2026-08-01T17:30:00,56.737,1.802,1600.6,RUN
EQ-05,2026-08-01T17:30:00,74.971,2.608,2193.1,RUN
EQ-06,2026-08-01T17:30:00,66.114,2.314,1902.2,RUN
EQ-01,2026-08-01T17:31:00,62.748,1.816,1804.4,RUN
EQ-02,2026-08-01T17:31:00,68.825,2.15,2008.2,RUN
EQ-03,2026-08-01T17:31:00,62.908,1.785,1802.2,RUN
EQ-04,2026-08-01T17:31:00,57.251,1.603,1599.5,RUN
EQ-05,2026-08-01T17:31:00,75.429,2.237,2205.4,RUN
EQ-06,2026-08-01T17:31:00,65.547,2.042,1908.3,RUN
EQ-01,2026-08-01T17:32:00,62.855,1.95,1798.4,RUN
EQ-02,2026-08-01T17:32:00,68.832,2.282,2004.2,RUN
EQ-03,2026-08-01T17:32:00,62.238,1.866,1805.2,RUN
EQ-04,2026-08-01T17:32:00,56.943,1.8,1599.3,RUN
EQ-05,2026-08-01T17:32:00,75.488,2.385,2198.9,RUN
EQ-06,2026-08-01T17:32:00,65.921,2.294,1911.1,RUN
EQ-01,2026-08-01T17:33:00,63.67,1.842,1795.6,RUN
EQ-02,2026-08-01T17:33:00,69.028,2.222,1985.5,RUN
EQ-03,2026-08-01T17:33:00,62.346,2.036,1793.9,RUN
EQ-04,2026-08-01T17:33:00,57.355,1.741,1600.2,RUN
EQ-05,2026-08-01T17:33:00,75.29,2.42,2198.2,RUN
EQ-06,2026-08-01T17:33:00,65.64,1.992,1909.5,RUN
EQ-01,2026-08-01T17:34:00,62.33,1.958,1803.6,RUN
EQ-02,2026-08-01T17:34:00,68.223,2.341,2001.6,RUN
EQ-03,2026-08-01T17:34:00,62.795,1.808,1791.2,RUN
EQ-04,2026-08-01T17:34:00,57.25,1.961,1600.8,RUN
EQ-05,2026-08-01T17:34:00,74.963,2.356,2205.8,RUN
EQ-06,2026-08-01T17:34:00,65.89,2.023,1893.1,RUN
EQ-01,2026-08-01T17:35:00,63.324,2.2,1799.2,RUN
EQ-02,2026-08-01T17:35:00,68.573,2.171,2008.3,RUN
EQ-03,2026-08-01T17:35:00,63.468,1.984,1806.2,RUN
EQ-04,2026-08-01T17:35:00,56.748,1.938,1596.2,RUN
EQ-05,2026-08-01T17:35:00,74.839,2.358,2194.6,RUN
EQ-06,2026-08-01T17:35:00,65.982,2.128,1897.3,RUN
EQ-01,2026-08-01T17:36:00,62.859,1.835,1808.6,RUN
EQ-02,2026-08-01T17:36:00,69.103,2.279,1997.3,RUN
EQ-03,2026-08-01T17:36:00,62.618,2.201,1810.4,RUN
EQ-04,2026-08-01T17:36:00,56.707,2.045,1598.9,RUN
EQ-05,2026-08-01T17:36:00,75.035,2.49,2199.5,RUN
EQ-06,2026-08-01T17:36:00,66.506,2.047,1899.9,RUN
EQ-01,2026-08-01T17:37:00,62.947,1.966,1810.6,RUN
EQ-02,2026-08-01T17:37:00,69.195,2.194,2017.4,RUN
EQ-03,2026-08-01T17:37:00,63.015,1.925,1798.2,RUN
EQ-04,2026-08-01T17:37:00,57.124,1.766,1596.6,RUN
EQ-05,2026-08-01T17:37:00,75.234,2.411,2207.0,RUN
EQ-06,2026-08-01T17:37:00,66.073,2.08,1905.8,RUN
EQ-01,2026-08-01T17:38:00,62.842,2.256,1806.0,RUN
EQ-02,2026-08-01T17:38:00,68.97,2.002,1986.9,RUN
EQ-03,2026-08-01T17:38:00,62.575,1.893,1808.3,RUN
EQ-04,2026-08-01T17:38:00,57.47,1.83,1600.3,RUN
EQ-05,2026-08-01T17:38:00,74.653,2.528,2197.7,RUN
EQ-06,2026-08-01T17:38:00,66.308,1.882,1895.7,RUN
EQ-01,2026-08-01T17:39:00,62.954,2.049,1801.4,RUN
EQ-02,2026-08-01T17:39:00,68.939,2.298,2000.9,RUN
EQ-03,2026-08-01T17:39:00,63.393,1.805,1810.6,RUN
EQ-04,2026-08-01T17:39:00,57.404,1.794,1610.5,RUN
EQ-05,2026-08-01T17:39:00,75.334,2.48,2194.0,RUN
EQ-06,2026-08-01T17:39:00,65.758,1.972,1894.8,RUN
EQ-01,2026-08-01T17:40:00,62.741,1.956,1811.0,RUN
EQ-02,2026-08-01T17:40:00,68.98,2.013,2004.3,RUN
EQ-03,2026-08-01T17:40:00,62.81,1.894,1804.3,RUN
EQ-04,2026-08-01T17:40:00,57.563,1.959,1607.4,RUN
EQ-05,2026-08-01T17:40:00,75.132,2.477,2190.8,RUN
EQ-06,2026-08-01T17:40:00,65.51,2.164,1902.0,RUN
EQ-01,2026-08-01T17:41:00,63.301,1.981,1801.4,RUN
EQ-02,2026-08-01T17:41:00,69.172,2.204,2001.0,RUN
EQ-03,2026-08-01T17:41:00,62.368,1.971,1800.8,RUN
EQ-04,2026-08-01T17:41:00,57.086,1.797,1618.7,RUN
EQ-05,2026-08-01T17:41:00,74.894,2.542,2197.9,RUN
EQ-06,2026-08-01T17:41:00,65.526,2.162,1898.3,RUN
EQ-01,2026-08-01T17:42:00,62.63,2.052,1797.1,RUN
EQ-02,2026-08-01T17:42:00,68.334,2.206,2000.9,RUN
EQ-03,2026-08-01T17:42:00,62.504,2.256,1804.1,RUN
EQ-04,2026-08-01T17:42:00,57.344,1.686,1601.2,RUN
EQ-05,2026-08-01T17:42:00,75.33,2.353,2208.2,RUN
EQ-06,2026-08-01T17:42:00,66.011,1.992,1893.5,RUN
EQ-01,2026-08-01T17:43:00,63.183,2.203,1795.9,RUN
EQ-02,2026-08-01T17:43:00,68.652,2.222,1993.8,RUN
EQ-03,2026-08-01T17:43:00,62.473,1.978,1805.2,RUN
EQ-04,2026-08-01T17:43:00,57.423,1.597,1608.1,RUN
EQ-05,2026-08-01T17:43:00,75.587,2.229,2191.6,RUN
EQ-06,2026-08-01T17:43:00,66.506,2.089,1899.9,RUN
EQ-01,2026-08-01T17:44:00,62.558,1.936,1795.8,RUN
EQ-02,2026-08-01T17:44:00,68.802,2.229,1996.5,RUN
EQ-03,2026-08-01T17:44:00,62.825,1.983,1786.5,RUN
EQ-04,2026-08-01T17:44:00,57.726,1.952,1598.7,RUN
EQ-05,2026-08-01T17:44:00,75.17,2.556,2199.5,RUN
EQ-06,2026-08-01T17:44:00,65.776,1.948,1900.7,RUN
EQ-01,2026-08-01T17:45:00,62.76,1.909,1800.0,RUN
EQ-02,2026-08-01T17:45:00,68.894,2.227,2003.4,RUN
EQ-03,2026-08-01T17:45:00,62.537,1.994,1799.3,RUN
EQ-04,2026-08-01T17:45:00,57.164,1.84,1603.6,RUN
EQ-05,2026-08-01T17:45:00,75.149,2.446,2187.0,RUN
EQ-06,2026-08-01T17:45:00,66.349,2.165,1906.1,RUN
EQ-01,2026-08-01T17:46:00,62.403,1.835,1802.8,RUN
EQ-02,2026-08-01T17:46:00,68.084,2.266,1987.3,RUN
EQ-03,2026-08-01T17:46:00,62.605,1.895,1792.1,RUN
EQ-04,2026-08-01T17:46:00,56.887,1.824,1599.0,RUN
EQ-05,2026-08-01T17:46:00,74.972,2.527,2203.8,RUN
EQ-06,2026-08-01T17:46:00,65.251,2.263,1897.6,RUN
EQ-01,2026-08-01T17:47:00,62.935,2.012,1791.5,RUN
EQ-02,2026-08-01T17:47:00,68.379,2.21,2005.4,RUN
EQ-03,2026-08-01T17:47:00,63.456,1.717,1794.6,RUN
EQ-04,2026-08-01T17:47:00,57.423,1.986,1613.5,RUN
EQ-05,2026-08-01T17:47:00,74.524,2.147,2194.9,RUN
EQ-06,2026-08-01T17:47:00,65.927,1.924,1893.3,RUN
EQ-01,2026-08-01T17:48:00,63.278,1.831,1797.3,RUN
EQ-02,2026-08-01T17:48:00,68.811,2.537,1999.3,RUN
EQ-03,2026-08-01T17:48:00,62.567,2.173,1801.9,RUN
EQ-04,2026-08-01T17:48:00,56.553,1.819,1599.9,RUN
EQ-05,2026-08-01T17:48:00,74.793,2.398,2204.6,RUN
EQ-06,2026-08-01T17:48:00,65.723,2.148,1907.1,RUN
EQ-01,2026-08-01T17:49:00,62.742,1.944,1801.3,RUN
EQ-02,2026-08-01T17:49:00,69.168,2.182,2003.3,RUN
EQ-03,2026-08-01T17:49:00,62.831,2.072,1799.4,RUN
EQ-04,2026-08-01T17:49:00,57.393,1.623,1596.7,RUN
EQ-05,2026-08-01T17:49:00,75.088,2.447,2203.3,RUN
EQ-06,2026-08-01T17:49:00,65.657,1.919,1900.2,RUN
EQ-01,2026-08-01T17:50:00,62.698,1.891,1803.9,RUN
EQ-02,2026-08-01T17:50:00,68.664,2.076,2005.1,RUN
EQ-03,2026-08-01T17:50:00,62.671,2.133,1800.2,RUN
EQ-04,2026-08-01T17:50:00,57.481,1.651,1602.1,RUN
EQ-05,2026-08-01T17:50:00,74.607,2.486,2195.5,RUN
EQ-06,2026-08-01T17:50:00,65.742,2.26,1902.8,RUN
EQ-01,2026-08-01T17:51:00,62.373,2.129,1799.8,RUN
EQ-02,2026-08-01T17:51:00,68.574,2.054,2022.4,RUN
EQ-03,2026-08-01T17:51:00,62.746,2.028,1799.2,RUN
EQ-04,2026-08-01T17:51:00,57.365,1.873,1597.5,RUN
EQ-05,2026-08-01T17:51:00,74.865,2.592,2195.9,RUN
EQ-06,2026-08-01T17:51:00,65.574,2.379,1892.4,RUN
EQ-01,2026-08-01T17:52:00,62.68,1.939,1801.5,RUN
EQ-02,2026-08-01T17:52:00,68.99,2.302,2008.4,RUN
EQ-03,2026-08-01T17:52:00,62.994,2.139,1798.9,RUN
EQ-04,2026-08-01T17:52:00,56.678,1.887,1612.9,RUN
EQ-05,2026-08-01T17:52:00,74.694,2.393,2201.4,RUN
EQ-06,2026-08-01T17:52:00,65.826,2.137,1899.6,RUN
EQ-01,2026-08-01T17:53:00,62.2,2.048,1792.6,RUN
EQ-02,2026-08-01T17:53:00,68.687,2.032,1992.8,RUN
EQ-03,2026-08-01T17:53:00,61.988,1.815,1799.9,RUN
EQ-04,2026-08-01T17:53:00,57.082,2.069,1602.5,RUN
EQ-05,2026-08-01T17:53:00,75.117,2.217,2195.8,RUN
EQ-06,2026-08-01T17:53:00,65.829,1.991,1899.3,RUN
EQ-01,2026-08-01T17:54:00,62.435,1.808,1794.5,RUN
EQ-02,2026-08-01T17:54:00,69.107,2.078,2013.0,RUN
EQ-03,2026-08-01T17:54:00,62.807,2.006,1809.4,RUN
EQ-04,2026-08-01T17:54:00,57.383,1.811,1612.9,RUN
EQ-05,2026-08-01T17:54:00,75.31,2.356,2198.7,RUN
EQ-06,2026-08-01T17:54:00,65.999,2.088,1897.2,RUN
EQ-01,2026-08-01T17:55:00,62.831,2.016,1799.6,RUN
EQ-02,2026-08-01T17:55:00,68.718,2.06,1983.7,RUN
EQ-03,2026-08-01T17:55:00,62.62,2.062,1803.9,RUN
EQ-04,2026-08-01T17:55:00,57.183,2.03,1601.9,RUN
EQ-05,2026-08-01T17:55:00,75.319,2.428,2213.4,RUN
EQ-06,2026-08-01T17:55:00,65.761,2.139,1898.3,RUN
EQ-01,2026-08-01T17:56:00,63.21,1.856,1803.1,RUN
EQ-02,2026-08-01T17:56:00,68.402,2.278,1997.3,RUN
EQ-03,2026-08-01T17:56:00,62.81,2.158,1794.4,RUN
EQ-04,2026-08-01T17:56:00,57.009,1.671,1601.9,RUN
EQ-05,2026-08-01T17:56:00,75.584,2.518,2192.7,RUN
EQ-06,2026-08-01T17:56:00,65.777,2.183,1889.9,RUN
EQ-01,2026-08-01T17:57:00,63.729,1.949,1801.4,RUN
EQ-02,2026-08-01T17:57:00,69.287,2.383,2001.0,RUN
EQ-03,2026-08-01T17:57:00,62.674,2.05,1797.3,RUN
EQ-04,2026-08-01T17:57:00,57.068,1.718,1602.1,RUN
EQ-05,2026-08-01T17:57:00,74.644,2.511,2212.9,RUN
EQ-06,2026-08-01T17:57:00,65.806,1.989,1902.2,RUN
EQ-01,2026-08-01T17:58:00,62.537,2.265,1794.9,RUN
EQ-02,2026-08-01T17:58:00,69.22,2.11,1998.1,RUN
EQ-03,2026-08-01T17:58:00,62.674,2.05,1804.1,RUN
EQ-04,2026-08-01T17:58:00,58.068,1.675,1602.0,RUN
EQ-05,2026-08-01T17:58:00,75.389,2.328,2206.7,RUN
EQ-06,2026-08-01T17:58:00,65.626,2.056,1893.8,RUN
EQ-01,2026-08-01T17:59:00,63.242,2.112,1798.6,RUN
EQ-02,2026-08-01T17:59:00,68.449,2.273,2001.7,RUN
EQ-03,2026-08-01T17:59:00,62.843,2.027,1798.4,RUN
EQ-04,2026-08-01T17:59:00,56.64,1.833,1604.4,RUN
EQ-05,2026-08-01T17:59:00,75.162,2.588,2198.1,RUN
EQ-06,2026-08-01T17:59:00,65.506,2.223,1890.3,RUN
EQ-01,2026-08-01T18:00:00,62.822,1.985,1809.1,RUN
EQ-02,2026-08-01T18:00:00,68.919,1.906,1999.0,RUN
EQ-03,2026-08-01T18:00:00,62.544,1.823,1803.1,RUN
EQ-04,2026-08-01T18:00:00,56.539,1.952,1603.4,RUN
EQ-05,2026-08-01T18:00:00,75.203,2.284,2195.9,RUN
EQ-06,2026-08-01T18:00:00,65.72,2.164,1902.3,RUN
EQ-01,2026-08-01T18:01:00,62.68,2.384,1803.3,RUN
EQ-02,2026-08-01T18:01:00,68.663,2.133,2007.7,RUN
EQ-03,2026-08-01T18:01:00,63.422,1.929,1799.9,RUN
EQ-04,2026-08-01T18:01:00,56.65,1.787,1596.0,RUN
EQ-05,2026-08-01T18:01:00,75.591,2.768,2196.4,RUN
EQ-06,2026-08-01T18:01:00,65.232,2.033,1897.8,RUN
EQ-01,2026-08-01T18:02:00,62.882,1.89,1799.0,RUN
EQ-02,2026-08-01T18:02:00,68.991,2.295,1997.1,RUN
EQ-03,2026-08-01T18:02:00,62.394,1.939,1801.3,RUN
EQ-04,2026-08-01T18:02:00,57.722,1.695,1600.7,RUN
EQ-05,2026-08-01T18:02:00,74.45,2.442,2213.6,RUN
EQ-06,2026-08-01T18:02:00,65.483,2.323,1903.3,RUN
EQ-01,2026-08-01T18:03:00,62.749,2.14,1793.8,RUN
EQ-02,2026-08-01T18:03:00,68.465,2.185,1999.3,RUN
EQ-03,2026-08-01T18:03:00,63.231,2.1,1807.7,RUN
EQ-04,2026-08-01T18:03:00,57.226,1.884,1598.8,RUN
EQ-05,2026-08-01T18:03:00,75.006,2.327,2194.8,RUN
EQ-06,2026-08-01T18:03:00,65.191,2.059,1911.1,RUN
EQ-01,2026-08-01T18:04:00,62.763,1.816,1795.7,RUN
EQ-02,2026-08-01T18:04:00,69.073,2.342,2010.6,RUN
EQ-03,2026-08-01T18:04:00,62.29,2.062,1802.4,RUN
EQ-04,2026-08-01T18:04:00,56.775,1.793,1597.5,RUN
EQ-05,2026-08-01T18:04:00,74.892,2.414,2193.5,RUN
EQ-06,2026-08-01T18:04:00,65.512,1.906,1902.2,RUN
EQ-01,2026-08-01T18:05:00,62.578,1.971,1800.0,RUN
EQ-02,2026-08-01T18:05:00,69.183,1.955,2005.8,RUN
EQ-03,2026-08-01T18:05:00,62.629,2.181,1811.6,RUN
EQ-04,2026-08-01T18:05:00,57.748,1.886,1591.0,RUN
EQ-05,2026-08-01T18:05:00,74.717,2.349,2196.9,RUN
EQ-06,2026-08-01T18:05:00,65.779,2.006,1891.8,RUN
EQ-01,2026-08-01T18:06:00,62.228,1.838,1801.7,RUN
EQ-02,2026-08-01T18:06:00,68.43,2.135,1999.0,RUN
EQ-03,2026-08-01T18:06:00,62.826,2.059,1796.0,RUN
EQ-04,2026-08-01T18:06:00,56.566,1.798,1592.4,RUN
EQ-05,2026-08-01T18:06:00,74.981,2.357,2193.9,RUN
EQ-06,2026-08-01T18:06:00,65.321,2.307,1900.8,RUN
EQ-01,2026-08-01T18:07:00,62.174,2.031,1803.4,RUN
EQ-02,2026-08-01T18:07:00,68.782,2.277,2002.8,RUN
EQ-03,2026-08-01T18:07:00,62.388,1.974,1794.5,RUN
EQ-04,2026-08-01T18:07:00,56.754,1.797,1598.3,RUN
EQ-05,2026-08-01T18:07:00,75.186,2.556,2199.5,RUN
EQ-06,2026-08-01T18:07:00,65.623,2.23,1885.4,RUN
EQ-01,2026-08-01T18:08:00,62.94,2.007,1802.3,RUN
EQ-02,2026-08-01T18:08:00,69.181,2.276,2011.2,RUN
EQ-03,2026-08-01T18:08:00,62.361,2.154,1802.4,RUN
EQ-04,2026-08-01T18:08:00,56.545,2.052,1598.6,RUN
EQ-05,2026-08-01T18:08:00,75.037,2.594,2198.3,RUN
EQ-06,2026-08-01T18:08:00,65.813,2.179,1902.4,RUN
EQ-01,2026-08-01T18:09:00,62.611,1.963,1797.8,RUN
EQ-02,2026-08-01T18:09:00,68.402,2.285,1991.7,RUN
EQ-03,2026-08-01T18:09:00,62.61,1.851,1798.7,RUN
EQ-04,2026-08-01T18:09:00,56.979,1.682,1608.9,RUN
EQ-05,2026-08-01T18:09:00,74.441,2.425,2196.0,RUN
EQ-06,2026-08-01T18:09:00,65.779,2.224,1911.9,RUN
EQ-01,2026-08-01T18:10:00,62.496,2.131,1796.9,RUN
EQ-02,2026-08-01T18:10:00,68.515,2.248,1993.5,RUN
EQ-03,2026-08-01T18:10:00,63.018,1.965,1800.8,RUN
EQ-04,2026-08-01T18:10:00,57.115,1.858,1596.9,RUN
EQ-05,2026-08-01T18:10:00,74.952,2.445,2196.7,RUN
EQ-06,2026-08-01T18:10:00,65.809,2.183,1899.5,RUN
EQ-01,2026-08-01T18:11:00,62.705,1.932,1812.3,RUN
EQ-02,2026-08-01T18:11:00,68.977,2.086,1996.6,RUN
EQ-03,2026-08-01T18:11:00,62.73,1.886,1802.2,RUN
EQ-04,2026-08-01T18:11:00,56.998,1.895,1591.4,RUN
EQ-05,2026-08-01T18:11:00,74.627,2.32,2200.2,RUN
EQ-06,2026-08-01T18:11:00,65.238,2.011,1908.5,RUN
EQ-01,2026-08-01T18:12:00,62.977,2.039,1796.7,RUN
EQ-02,2026-08-01T18:12:00,68.686,2.129,2001.3,RUN
EQ-03,2026-08-01T18:12:00,63.362,1.866,1792.3,RUN
EQ-04,2026-08-01T18:12:00,57.362,1.935,1592.7,RUN
EQ-05,2026-08-01T18:12:00,74.72,2.595,2207.0,RUN
EQ-06,2026-08-01T18:12:00,65.831,1.994,1901.4,RUN
EQ-01,2026-08-01T18:13:00,62.758,2.098,1792.2,RUN
EQ-02,2026-08-01T18:13:00,68.188,2.501,2005.8,RUN
EQ-03,2026-08-01T18:13:00,62.893,1.87,1786.9,RUN
EQ-04,2026-08-01T18:13:00,56.8,1.677,1599.7,RUN
EQ-05,2026-08-01T18:13:00,74.703,2.404,2193.4,RUN
EQ-06,2026-08-01T18:13:00,65.637,2.029,1894.0,RUN
EQ-01,2026-08-01T18:14:00,62.462,1.822,1790.2,RUN
EQ-02,2026-08-01T18:14:00,68.624,2.072,1995.4,RUN
EQ-03,2026-08-01T18:14:00,62.532,1.921,1804.3,RUN
EQ-04,2026-08-01T18:14:00,56.837,1.855,1605.1,RUN
EQ-05,2026-08-01T18:14:00,75.633,2.585,2206.1,RUN
EQ-06,2026-08-01T18:14:00,66.251,2.166,1901.1,RUN
EQ-01,2026-08-01T18:15:00,63.118,1.91,1797.9,RUN
EQ-02,2026-08-01T18:15:00,69.344,2.053,1994.4,RUN
EQ-03,2026-08-01T18:15:00,61.746,2.023,1791.4,RUN
